depth,tropismN,tropismS,rRLD,An,CV,prld_stand,prld_highr,prld_cont,vrld_sl,vrld_2sc,vrld_4sc,vrld_sc_ir,vrld_sc_ip,prvd_stand,prvd_highr,prvd_cont,vrvd_sl,vrvd_2sc,vrvd_4sc,prcd_stand,prcd_highr,prcd_cont
-120.0,1.0,0.025,0.0108508145290283,0.5033196028966795,0.4585789233088598,0.021705036094112104,0.021130981811309263,0.02763496149845066,0.01469787521406049,0.050330875456621064,0.04813732973855025,0.0,0.0962746594771005,0.0001138413040314222,9.321924150782543e-05,0.00014193760341208288,8.238853645551091e-05,0.00022513087834272484,0.00023131815344142048,0.0001138413040314222,0.0012499999999999998,0.15476190476190477
-10.0,1.0,0.025,3.1948871431559214,0.2430908711665634,0.10794633853795409,3.3612610877253544,3.4043407352490993,3.396950536016413,4.345136790136932,4.657036296468686,4.437097281748985,4.388826984376364,4.485367579121606,0.015561871864546129,0.015894765952253264,0.016011967902460032,0.020264022518489834,0.021606351638797018,0.020629283631176432,0.015561871864546129,0.17592261904761902,17.45357142857143
-20.0,1.0,0.025,2.011705953450747,0.3138426114611975,0.17252644507235845,2.1182339063691615,2.1052271803292006,2.109504465776335,2.735976939905867,2.483528561183556,2.614110332204891,2.5238990527390803,2.704321611670717,0.009647722023090454,0.009652533165375461,0.00963415384088407,0.012931949284791862,0.011729258309988094,0.01238990065417963,0.009647722023090454,0.10687500000000001,10.577380952380953
-40.0,1.0,0.025,1.2832626593526815,0.3620367474172108,0.30978275336034966,0.7399722255873291,0.7807885320461605,0.8214185976409578,1.74527347687604,1.8704433602077644,1.7735321459349713,1.5857209463024813,1.9613433455674627,0.003287260765430541,0.003434666824373077,0.003545225745513047,0.008313721418992401,0.008984124335152754,0.008463964780596975,0.003287260765430541,0.040089285714285716,4.25
-60.0,1.0,0.025,0.8143610607201143,0.4053419910258925,0.4819682342304069,0.43274819118837715,0.37723437479867394,0.4376885027056736,1.1075540533474215,1.0180305546422581,0.9863335108906907,0.8125785277974825,1.160088493983896,0.0020934356700142605,0.0016820037028545635,0.0019806834513932956,0.005374966680613453,0.004969086381773292,0.004825242197792548,0.0020934356700142605,0.020208333333333335,2.288095238095238
-80.0,1.0,0.025,0.4118316977217474,0.45203800949852313,0.5161489110030804,0.19373407943966,0.26928753211018713,0.26265225366576944,0.5601027457100336,0.5787487738447649,0.5701454074131828,0.494503387676331,0.6457874271500342,0.0009153236170687789,0.001197030703903703,0.0012029832012233296,0.0027956379830918377,0.002873756708193807,0.0028226250814794665,0.0009153236170687789,0.013392857142857142,1.3369047619047618
-120.0,1.0,0.025,0.011476288025542493,0.5042181669307234,0.4460588609309367,0.016237580237219138,0.027252445065034808,0.02351877745581045,0.015608075991296131,0.021937039063439856,0.023447957991902926,0.003017721092727325,0.04387819489107853,8.469686868963321e-05,0.00015755141361918678,0.00010595975022523599,8.534925510935114e-05,0.00012982976786532613,0.00012276084736451295,8.469686868963321e-05,0.0015178571428571428,0.12023809523809524
-10.0,1.0,0.025,3.1997325523199707,0.243926209529899,0.09420263972764552,3.2849792025819964,3.1244227908571527,3.4090166046594956,4.372717342455857,4.1362764353785755,3.995238467526689,3.9420928478792776,4.048384087174066,0.015270052040512499,0.014517775341716322,0.015689458699152073,0.020410935151389,0.019141592623343567,0.018603842271692334,0.015270052040512499,0.16598214285714286,17.71309523809524
-20.0,1.0,0.025,1.9919507719389589,0.31545045065773786,0.17444428302371606,2.0295100351860924,2.064571108877992,2.0428806914813133,2.722176789263355,2.6254906340251076,2.5732830080474076,2.4129573871004646,2.7336086289943426,0.009222782757284949,0.009126980716978358,0.009174389429157956,0.012891019960024595,0.012444211646737308,0.012211327090366299,0.009222782757284949,0.10497023809523812,10.31547619047619
-40.0,1.0,0.025,1.270146764904061,0.36240715017692715,0.2978524107172652,0.8766618748029442,0.7749991878738205,0.8751180644220364,1.7357678166986987,1.6726451739109496,1.6112862561170695,1.400219324268921,1.8223531879652135,0.004114307661376842,0.0034757175002991364,0.003907167689498593,0.008286030361039374,0.007944804552257467,0.00768210293267349,0.004114307661376842,0.040089285714285716,4.461904761904762
